dataset,split,cp_r2,cp_rmse
opioid,RND_07,0.6067564575317708,0.7644777933279994
opioid,RND_08,0.670479046175814,0.6975643962462462
opioid,RND_09,0.6720379029139951,0.7105580747235535
opioid,SCAF_00,0.654740996893968,0.7151394231093446
opioid,SCAF_01,0.6273420523579217,0.7054161033249527
opioid,SCAF_02,0.5352528088174962,0.8100745059265725
opioid,SCAF_03,0.4882532737915669,0.8520495744823237
opioid,SCAF_04,0.5864077763287133,0.7696819473333207
opioid,SCAF_05,0.550631022717411,0.7475754165574268
opioid,SCAF_06,0.6610836096038801,0.7254941721147287
opioid,SCAF_07,0.6473012766777876,0.7538645488985146
opioid,SCAF_08,0.5441840514997109,0.8791377338607002
opioid,SCAF_09,0.43935780261733204,0.8753364188055099
