dataset,cycle,r2,rmse
LCK,0,0.6513091422957435,0.7472512607426022
LCK,1,0.6052744927045254,0.7744327313160385
LCK,2,0.6196955509152346,0.7644128623853138
LCK,3,0.5498485206415871,0.8483276460519971
LCK,4,0.5579085682041642,0.8313055941918319
LCK,5,0.6133640858588729,0.7990600373214986
LCK,6,0.6059391598024679,0.7991624776932752
LCK,7,0.6153505493575526,0.7905489831012282
LCK,8,0.6023418988641941,0.8333316714734362
LCK,9,0.6426032738735488,0.7772822565109977
