dataset,cycle,r2,rmse
COX-1,0,0.24721667516744805,0.7910063641734085
COX-1,1,0.34885406655899276,0.6641077987855767
COX-1,2,0.34709108072599393,0.7726478654483506
COX-1,3,0.339908664354037,0.761510464321388
COX-1,4,0.36389863138625445,0.6804798198332918
COX-1,5,0.4302719048440854,0.6690408119072754
COX-1,6,0.28420184660733416,0.7390886530959513
COX-1,7,0.37419931122210337,0.7182539290104166
COX-1,8,0.3381943543411926,0.7370871572613544
COX-1,9,0.3314274215620029,0.7525081568218317
