dataset,cycle,r2,rmse
A2a,0,0.7453344527323458,0.6853794957499226
A2a,1,0.6095713242805285,0.8409962372215096
A2a,2,0.6033850979064902,0.8245164346745084
A2a,3,0.7014714860940552,0.6611824212510989
A2a,4,0.28180504474114476,0.7567511953895538
A2a,5,0.7278475114969849,0.5680773566955247
A2a,6,0.5361654713550685,0.8873911507515306
A2a,7,0.7068753569351562,0.615979753377914
A2a,8,0.4791650750263208,0.74822860902935
A2a,9,0.42458289232476853,0.7894451077258803
