dataset,cycle,r2,rmse
Ephrin,0,0.6034422013082061,0.6807873795588497
Ephrin,1,0.5625655251387541,0.7231878151068605
Ephrin,2,0.6334247551716717,0.6603504474348207
Ephrin,3,0.6140435261270727,0.671632960345641
Ephrin,4,0.5675234597867684,0.742987845753371
Ephrin,5,0.6486660593528257,0.6204558689617661
Ephrin,6,0.6497310342810142,0.6291340427266611
Ephrin,7,0.6114007946084473,0.7067889796471283
Ephrin,8,0.6158184734646227,0.6749564389797434
Ephrin,9,0.6498943523849858,0.6437390278989287
