dataset,cycle,r2,rmse
erbB1,0,0.7387236226165299,0.696943632722252
erbB1,1,0.7176534639936978,0.7160727989204146
erbB1,2,0.7473283438390792,0.7026793484096309
erbB1,3,0.7458927773813031,0.6991648631306323
erbB1,4,0.7411863763820699,0.7061818303053992
erbB1,5,0.719821638209626,0.7261199164598369
erbB1,6,0.7420152024850135,0.7131162239091996
erbB1,7,0.7474552312672641,0.6811974312244407
erbB1,8,0.7328525475703473,0.7015588231898221
erbB1,9,0.7643527973449799,0.665561482931643
