dataset,cycle,r2,rmse
A2a,0,0.11695001142162875,0.9876027534562755
A2a,1,0.39381886048399406,0.6793212745189681
A2a,2,0.3787242107522343,1.316648886328164
A2a,3,0.15255194245401427,0.9172484145554843
A2a,4,0.4095727559828367,1.3364660441295293
A2a,5,0.3267224274571303,0.732271500598918
A2a,6,0.28948740010301055,0.9498312192203675
A2a,7,0.10283002072312397,1.6573477294406094
A2a,8,0.20218404363970155,1.0160133523469657
A2a,9,0.39072405366785934,0.8126083334116735
