dataset,cycle,r2,rmse
A2a,0,0.6735789773646811,0.7759523821398828
A2a,1,0.5590267443493131,0.8937773082329628
A2a,2,0.5054708949509159,0.9206842863973851
A2a,3,0.6084015446270974,0.757266725231452
A2a,4,0.15980145393512157,0.8185079526253292
A2a,5,0.6718332075047397,0.623804696425469
A2a,6,0.4555496871104242,0.961418958424459
A2a,7,0.5992981211627169,0.7201964252167212
A2a,8,0.4631181312459124,0.7596676440611188
A2a,9,0.3501026969004911,0.838982534943009
