dataset,cycle,r2,rmse
B-raf,0,0.785186212601414,0.5949197301422766
B-raf,1,0.7489397902729753,0.6336229486277399
B-raf,2,0.7632365015050421,0.6039965252371885
B-raf,3,0.7560421302589897,0.659754699989452
B-raf,4,0.7348731043284707,0.660462713660011
B-raf,5,0.7426853643871284,0.6289695988912859
B-raf,6,0.7444568885034539,0.632544565142449
B-raf,7,0.7136702982237435,0.6728088057261705
B-raf,8,0.7739451069391124,0.6130724515900623
B-raf,9,0.7427159014941127,0.6344973702626757
